Rule,Title,Text,Congress,Link
,"Confidential Reports and Other
Additional Requirements","SEC. 107. (a)(1) Each supervising ethics
office may require officers and employees under its jurisdiction (including
special Government employees as defined in section 202 of title 18, United
States Code) to file confidential financial disclosure reports, in such form as
the supervising ethics office may prescribe. The information required to be
reported under this subsection by the
officers and employees of any department or agency shall be set forth in
rules or regulations prescribed by the
supervising ethics office, and may be
less extensive than otherwise required
by this title, or more extensive when
determined by the supervising ethics
office to be necessary and appropriate
in light of sections 202 through 209 of
title 18, United States Code, regulations promulgated thereunder, or the
authorized activities of such officers or
employees. Any individual required to
file a report pursuant to section 101
shall not be required to file a confidential report pursuant to this subsection,
except with respect to information
which is more extensive than information otherwise required by this title.
Subsections (a), (b), and (d) of section
105 shall not apply with respect to any
such report.
(2) Any information required to be
provided by an individual under this
subsection shall be confidential and
shall not be disclosed to the public.
(3) Nothing in this subsection exempts any individual otherwise covered
by the requirement to file a public financial disclosure report under this
title from such requirement.
(b) The provisions of this title requiring the reporting of information shall
supersede any general requirement
under any other provision of law or
regulation with respect to the reporting of information required for purposes of preventing conflicts of interest
or apparent conflicts of interest. Such
provisions of this title shall not supersede the requirements of section 7342 of
title 5, United States Code.
(c) Nothing in this Act requiring reporting of information shall be deemed
to authorize the receipt of income,
gifts, or reimbursements; the holding
of assets, liabilities, or positions; or
the participation in transactions that
are prohibited by law, Executive order,
rule, or regulation.",,
,Authority of Comptroller General,"SEC. 108. (a) The Comptroller General
shall have access to financial disclosure reports filed under this title for
the purposes of carrying out his statutory responsibilities.
(b) No later than December 31, 1992,
and regularly thereafter, the Comptroller General shall conduct a study
to determine whether the provisions of
this title are being carried out effectively.",,
,Definitions,"SEC. 109. For the purposes of this title,
the term- (1) ""congressional ethics committees"" means the Select Committee on Ethics of the Senate and the Committee on Standards of Official Conduct of the House of Representatives; (2) ""dependent child"" means, when
used with respect to any reporting
individual, any individual who is a
son, daughter, stepson, or stepdaughter and who-
(A) is unmarried and under age 21
and is living in the household of
such reporting individual; or
(B) is a dependent of such reporting individual within the meaning of section 152 of the Internal Revenue Code of 1986; (3) ""designated agency ethics official"" means an officer or employee who is designated to administer the
provisions of this title within an
agency; * * *
(5) ""gift"" means a payment, advance, forbearance, rendering, or deposit of money, or any thing of value,
unless consideration of equal or
greater value is received by the
donor, but does not include-
(A) bequest and other forms of inheritance;
(B) suitable mementos of a function honoring the reporting individual;
(C) food, lodging, transportation,
and entertainment provided by a
foreign government within a foreign country or by the United
States Government, the District of
Columbia, or a State or local government or political subdivision thereof;
(D) food and beverages which are
not consumed in connection with a
gift of overnight lodging;
(E) communications to the offices
of a reporting individual, including
subscriptions to newspapers and
periodicals; or
(F) consumable products provided
by home-State businesses to the offices of a reporting individual who is an elected official, if those products are intended for consumption
by persons other than such reporting individual;
(6) ""honoraria"" has the meaning
given such term in section 505 of this Act;
(7) ""income"" means all income
from whatever source derived, including but not limited to the following items: compensation for services, including fees, commissions, and similar items; gross income derived from
business (and net income if the individual elects to include it); gains derived from dealings in property; interest; rents; royalties; dividends; annuities; income from life insurance
and endowment contracts; pensions;
income from discharge of indebtedness; distributive share of partnership income; and income from an interest in an estate or trust; * * *
(11) ""legislative branch"" includes-
(A) the Architect of the Capitol;
(B) the Botanic Gardens;
(C) the Congressional Budget Office;
(D) the Government Accountability Office;
(E) the Government Printing Office;
(F) the Library of Congress;
(G) the United States Capitol Police;
(H) the Office of Technology Assessment; and
(I) any other agency, entity, office, or commission established in the legislative branch;
(12) ""Member of Congress"" means a
United States Senator, a Representative in Congress, a Delegate to Congress, or the Resident Commissioner
from Puerto Rico; (13) ""officer or employee of the
Congress"" means- (A) any individual described
under subparagraph (B), other than
a Member of Congress or the Vice
President, whose compensation is
disbursed by the Secretary of the
Senate or the Clerk of the House of
Representatives; (B)(i) each officer or employee of
the legislative branch who, for at
least 60 days, occupies a position
for which the rate of basic pay is
equal to or greater than 120 percent
of the minimum rate of basic pay
payable for GS-15 of the General
Schedule; and (ii) at least one principal assistant designated for purposes of this paragraph by each Member who
does not have an employee who occupies a position for which the rate of basic pay is equal to or greater
than 120 percent of the minimum
rate of basic pay payable for GS-15
of the General Schedule;
(14) ""personal hospitality of any individual"" means hospitality extended for a nonbusiness purpose by an individual, not a corporation or organization, at the personal residence of
that individual or his family or on
property or facilities owned by that
individual or his family; (15) ""reimbursement"" means any
payment or other thing of value received by the reporting individual, other than gifts, to cover travel-related expenses of such individual
other than those which are-
(A) provided by the United States
Government, the District of Columbia, or a State or local government or political subdivision thereof;
(B) required to be reported by the
reporting individual under section
7342 of title 5, United States Code;
or (C) required to be reported under
section 304 of the Federal Election
Campaign Act of 1971 (2 U.S.C. 434);
(16) ""relative"" means an individual
who is related to the reporting individual, as father, mother, son, daughter, brother, sister, uncle, aunt, great
aunt, great uncle, first cousin, nephew, niece, husband, wife, grandfather, grandmother, grandson, granddaughter, father-in-law, mother-inlaw, son-in-law, daughter-in-law,
brother-in-law, sister-in-law, stepfather, stepmother, stepson, stepdaughter, stepbrother, stepsister,
half brother, half sister, or who is the
grandfather or grandmother of the
spouse of the reporting individual,
and shall be deemed to include the fiance or fiancee of the reporting individual; * * *
(18) ""supervising ethics office""
means- (A) the Senate Committee on
Ethics of the Senate, for Senators,
officers and employees of the Senate, and other officers or employees of the legislative branch required
to file financial disclosure reports
with the Secretary of the Senate
pursuant to section 103(h) of this
title; (B) the Committee on Standards
of Official Conduct of the House of
Representatives, for Members, officers and employees of the House of Representatives and other officers
or employees of the legislative
branch required to file financial
disclosure reports with the Clerk of
the House of Representatives pursuant to section 103(h) of this title; (C) the Judicial Conference for
judicial officers and judicial employees; and
(D) the Office of Government Ethics for all executive branch officers and employees; and
(19) ""value"" means a good faith estimate of the dollar value if the exact value is neither known nor easily obtainable by the reporting individual",,
,"Notice of Actions Taken to Comply with
Ethics Agreements","SEC. 110. (a) In any case in which an
individual agrees with that individual's
designated agency ethics official, the
Office of Government Ethics, a Senate
confirmation committee, a congressional ethics committee, or the Judicial Conference, to take any action to
comply with this Act or any other law
or regulation governing conflicts of interest of, or establishing standards of
conduct applicable with respect to, officers or employees of the Government,
that individual shall notify in writing
the designated agency ethics official,
the Office of Government Ethics, the
appropriate committee of the Senate,
the congressional ethics committee, or
the Judicial Conference, as the case
may be, of any action taken by the individual pursuant to that agreement.
Such notification shall be made not
later than the date specified in the
agreement by which action by the individual must be taken, or not later than
three months after the date of the
agreement, if no date for action is so
specified.
(b) If an agreement described in subsection (a) requires that the individual
recuse himself or herself from particular categories of agency or other
official action, the individual shall reduce to writing those subjects regarding which the recusal agreement will
apply and the process by which it will
be determined whether the individual
must recuse himself or herself in a specific instance. An individual shall be
considered to have complied with the
requirements of subsection (a) with respect to such recusal agreement if such
individual files a copy of the document
setting forth the information described
in the preceding sentence with such individual's designated agency ethics official or the appropriate supervising
ethics office within the time prescribed
in the last sentence of subsection (a).",,
,Administration of Provisions,"SEC. 111. The provisions of this title
shall be administered by * * *
(2) the Select Committee on Ethics
of the Senate and the Committee on
Standards of Official Conduct of the
House of Representatives, as appropriate, with regard to officers and
employees described in paragraphs (9)
and (10) of section 101(f). * * *",,
"DISCLOSURE BY MEMBERS AND STAFF OF
EMPLOYMENT NEGOTIATIONS",,"A Member, Delegate, or Resident
Commissioner shall not directly negotiate or have any agreement of future
employment or compensation unless
such Member, Delegate, or Resident
Commissioner, within 3 business days
after the commencement of such negotiation or agreement of future employment or compensation, files with the
Committee on Standards of Official
Conduct a statement, which must be
signed by the Member, Delegate, or
Resident Commissioner, regarding such
negotiations or agreement, including
the name of the private entity or entities involved in such negotiations or
agreement, and the date such negotiations or agreement commenced.
2. An officer or an employee of the
House earning in excess of 75 percent of
the salary paid to a Member shall notify the Committee on Standards of Official Conduct that such individual is
negotiating or has any agreement of
future employment or compensation.
3. The disclosure and notification
under this rule shall be made within 3
business days after the commencement
of such negotiation or agreement of future employment or compensation.
4. A Member, Delegate, or Resident
Commissioner, and an officer or employee to whom this rule applies, shall
recuse himself or herself from any matter in which there is a conflict of interest or an appearance of a conflict for
that Member, Delegate, Resident Commissioner, officer, or employee under
this rule and shall notify the Committee on Standards of Official Conduct of such recusal. A Member, Delegate, or Resident Commissioner making such recusal shall, upon such
recusal, submit to the Clerk for public
disclosure the statement of disclosure
under clause 1 with respect to which
the recusal was made.",,
STATUTORY LIMIT ON PUBLIC DEBT,,"Upon adoption by Congress of a concurrent resolution on the budget under section 301 or 304 of the Congres sional Budget Act of 1974 that sets forth, as the appropriate level of the public debt for the period to which the concurrent resolution relates, an amount that is different from the amount of the statutory limit on the public debt that otherwise would be in effect for that period, the Clerk shall prepare an engrossment of a joint resolution increasing or decreasing, as the case may be, the statutory limit on the public debt in the form prescribed in clause 2. Upon engrossment of the joint resolution, the vote by which the concurrent resolution on the budget was finally agreed to in the House shall also be considered as a vote on passage of the joint resolution in the House, and the joint resolution shall be considered as passed by the House and duly certified and examined. The engrossed copy shall be signed by the Clerk and transmitted to the Senate for further legislative action. 2. The matter after the resolving clause in a joint resolution described in clause 1 shall be as follows: ""That subsection (b) of section 3101 of title 31, United States Code, is amended by striking out the dollar limitation contained in such subsection and inserting in lieu thereof '$ '."" with the blank being filled with a dollar limitation equal to the appropriate level of the public debt set forth pursuant to section 301(a)(5) of the Congressional Budget Act of 1974 in the relevant concurrent resolution described in clause 1. If an adopted concurrent resolution under clause 1 sets forth different appropriate levels of the public debt for separate periods, only one engrossed joint resolution shall be prepared under clause 1; and the blank referred to in the preceding sentence shall be filled with the limitation that is to apply for each period. 3. (a) The report of the Committee on the Budget on a concurrent resolution described in clause 1 and the joint explanatory statement of the managers on a conference report to accompany such a concurrent resolution each shall contain a clear statement of the effect the eventual enactment of a joint resolution engrossed under this rule would have on the statutory limit on the public debt. (b) It shall not be in order for the House to consider a concurrent resolution described in clause 1, or a conference report thereon, unless the report of the Committee on the Budget or the joint explanatory statement of the managers complies with paragraph (a). 4. Nothing in this rule shall be construed as limiting or otherwise affecting- (a) the power of the House or the Senate to consider and pass bills or joint resolutions, without regard to the procedures under clause 1, that would change the statutory limit on the public debt; or (b) the rights of Members, Delegates, the Resident Commissioner, or committees with respect to the introduction, consideration, and reporting of such bills or joint resolutions. 5. In this rule the term ""statutory limit on the public debt"" means the maximum face amount of obligations issued under authority of chapter 31 of title 31, United States Code, and obligations guaranteed as to principal and interest by the United States (except such guaranteed obligations as may be held by the Secretary of the Treasury), as determined under section 3101(b) of such title after the application of section 3101(a) of such title, that may be outstanding at any one time.",111th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-111.pdf
GENERAL PROVISIONS,,"The provisions of law that constituted the Rules of the House at the end of the previous Congress shall govern the House in all cases to which they are applicable, and the rules of parliamentary practice comprised by Jefferson's Manual shall govern the House in all cases to which they are applicable and in which they are not inconsistent with the Rules and orders of the House. 2. In these rules words importing one gender include the other as well",111th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-111.pdf
,,,,
THE SPEAKER,Approval of the Journal,"The Speaker shall take the Chair
on every legislative day precisely at
the hour to which the House last adjourned and immediately call the
House to order. Having examined and
approved the Journal of the last day's
proceedings, the Speaker shall announce to the House his approval
thereof. The Speaker's approval of the
Journal shall be deemed agreed to unless a Member, Delegate, or Resident
Commissioner demands a vote thereon.
If such a vote is decided in the affirmative, it shall not be subject to a motion
to reconsider. If such a vote is decided
in the negative, then one motion that
the Journal be read shall be privileged,
shall be decided without debate, and
shall not be subject to a motion to reconsider",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Preservation of order,"The Speaker shall preserve order
and decorum and, in case of disturbance or disorderly conduct in the galleries or in the lobby, may cause the
same to be cleared.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Control of Capitol facilities,"Except as otherwise provided by
rule or law, the Speaker shall have
general control of the Hall of the
House, the corridors and passages in
the part of the Capitol assigned to the
use of the House, and the disposal of
unappropriated rooms in that part of
the Capitol.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Signature of documents," The Speaker shall sign all acts and
joint resolutions passed by the two
Houses and all writs, warrants, and
subpoenas of, or issued by order of, the
House. The Speaker may sign enrolled
bills and joint resolutions whether or
not the House is in session.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Questions of order,"The Speaker shall decide all questions of order, subject to appeal by a
Member, Delegate, or Resident Commissioner. On such an appeal a Member, Delegate, or Resident Commissioner may not speak more than once
without permission of the House.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Form of a question,"The Speaker shall rise to put a question but may state it sitting. The Speaker shall put a question in this form: ""Those in favor (of the question), say 'Aye.'""; and after the affirmative voice is expressed, ""Those opposed, say 'No.'"". After a vote by voice under this clause, the Speaker may use such voting procedures as may be invoked under rule XX.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Discretion to vote,"The Speaker is not required to vote in ordinary legislative proceedings, except when his vote would be decisive or when the House is engaged in voting by ballot.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Speaker pro tempore,"The Speaker may appoint a
Member to perform the duties of the
Chair. Except as specified in paragraph
(b), such an appointment may not extend beyond three legislative days.
(b)(1) In the case of his illness, the
Speaker may appoint a Member to perform the duties of the Chair for a period not exceeding 10 days, subject to
the approval of the House. If the
Speaker is absent and has omitted to
make such an appointment, then the
House shall elect a Speaker pro tempore to act during the absence of the
Speaker.
(2) With the approval of the House,
the Speaker may appoint a Member to
act as Speaker pro tempore only to
sign enrolled bills and joint resolutions
for a specified period of time.
(3)(A) In the case of a vacancy in the
office of Speaker, the next Member on
the list described in subdivision (B)
shall act as Speaker pro tempore until
the election of a Speaker or a Speaker
pro tempore. Pending such election the
Member acting as Speaker pro tempore
may exercise such authorities of the
Office of Speaker as may be necessary
and appropriate to that end.
(B) As soon as practicable after his
election and whenever he deems appropriate thereafter, the Speaker shall deliver to the Clerk a list of Members in
the order in which each shall act as
Speaker pro tempore under subdivision
(A).
(C) For purposes of subdivision (A), a
vacancy in the office of Speaker may
exist by reason of the physical inability of the Speaker to discharge the duties of the office.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Other responsibilities,"The Speaker, in consultation with the Minority Leader, shall develop through an appropriate entity of the House a system for drug testing in the House. The system may provide for the testing of a Member, Delegate, Resident Commissioner, officer, or employee of the House, and otherwise shall be comparable in scope to the system for drug testing in the executive branch pursuant to Executive Order 12564 (Sept. 15, 1986). The expenses of the system may be paid from applicable accounts of the House for official expenses.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Designation of travel,"The Speaker may designate a
Member, Delegate, Resident Commissioner, officer, or employee of the
House to travel on the business of the
House within or without the United
States, whether the House is meeting,
has recessed, or has adjourned. Expenses for such travel may be paid
from applicable accounts of the House
described in clause 1(j)(1) of rule X on
vouchers approved and signed solely by
the Speaker.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Committee appointment,"The Speaker shall appoint all select, joint, and conference committees
ordered by the House. At any time
after an original appointment, the
Speaker may remove Members, Delegates, or the Resident Commissioner
from, or appoint additional Members,
Delegates, or the Resident Commissioner to, a select or conference committee. In appointing Members, Delegates, or the Resident Commissioner to
conference committees, the Speaker
shall appoint no less than a majority
who generally supported the House position as determined by the Speaker,
shall name those who are primarily responsible for the legislation, and shall,
to the fullest extent feasible, include
the principal proponents of the major
provisions of the bill or resolution
passed or adopted by the House.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Recess and convening authorities,"To suspend the business of the House for a short time when no question is pending before the House, the Speaker may declare a recess subject to the call of the Chair. (b)(1) To suspend the business of the House when notified of an imminent threat to its safety, the Speaker may declare an emergency recess subject to the call of the Chair. (2) To suspend the business of the Committee of the Whole House on the state of the Union when notified of an imminent threat to its safety, the Chairman of the Committee of the Whole may declare an emergency recess subject to the call of the Chair. (c) During any recess or adjournment of not more than three days, if the Speaker is notified by the Sergeant-atArms of an imminent impairment of the place of reconvening at the time previously appointed, then he may, in consultation with the Minority Leader- (1) postpone the time for reconvening within the limits of clause 4, section 5, article I of the Constitution and notify Members accordingly; or (2) reconvene the House before the time previously appointed solely to declare the House in recess within the limits of clause 4, section 5, article I of the Constitution and notify Members accordingly. (d) The Speaker may convene the House in a place at the seat of government other than the Hall of the House whenever, in his opinion, the public interest shall warrant it.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
OTHER OFFICERS AND OFFICIALS,Elections,"There shall be elected at the commencement of each Congress, to continue in office until their successors
are chosen and qualified, a Clerk, a
Sergeant-at-Arms, a Chief Administrative Officer, and a Chaplain. Each of
these officers shall take an oath to support the Constitution of the United
States, and for the true and faithful exercise of the duties of his office to the
best of his knowledge and ability, and
to keep the secrets of the House. Each
of these officers shall appoint all of the
employees of his department provided
for by law. The Clerk, Sergeant-atArms, and Chief Administrative Officer
may be removed by the House or by the
Speaker.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Clerk,"At the commencement of the
first session of each Congress, the
Clerk shall call the Members, Delegates, and Resident Commissioner to
order and proceed to record their presence by States in alphabetical order,
either by call of the roll or by use of
the electronic voting system. Pending
the election of a Speaker or Speaker
pro tempore, the Clerk shall preserve
order and decorum and decide all questions of order, subject to appeal by a
Member, Delegate, or Resident Commissioner.
(b) At the commencement of every
regular session of Congress, the Clerk
shall make and cause to be delivered to
each Member, Delegate, and the Resident Commissioner a list of the reports
that any officer or Department is required to make to Congress, citing the
law or resolution in which the requirement may be contained and placing
under the name of each officer the list
of reports he is required to make.
(c) The Clerk shall-
(1) note all questions of order, with
the decisions thereon, the record of
which shall be appended to the Journal of each session;
(2) enter on the Journal the hour at
which the House adjourns;
(3) complete the distribution of the
Journal to Members, Delegates, and
the Resident Commissioner, together
with an accurate and complete index,
as soon as possible after the close of
a session; and
(4) send a copy of the Journal to
the executive of and to each branch
of the legislature of every State as
may be requested by such State officials.
(d)(1) The Clerk shall attest and affix
the seal of the House to all writs, warrants, and subpoenas issued by order of
the House and certify the passage of all
bills and joint resolutions.
(2) The Clerk shall examine all bills,
amendments, and joint resolutions
after passage by the House and, in cooperation with the Senate, examine all
bills and joint resolutions that have
passed both Houses to see that they are
correctly enrolled and forthwith
present those bills and joint resolutions that originated in the House to
the President in person after their signature by the Speaker and the President of the Senate, and report to the
House the fact and date of their presentment.(e) The Clerk shall cause the calendars of the House to be distributed
each legislative day.
(f) The Clerk shall-
(1) retain in the library at the Office of the Clerk for the use of the
Members, Delegates, Resident Commissioner, and officers of the House,
and not to be withdrawn therefrom,
two copies of all the books and printed documents deposited there; and
(2) deliver to any Member, Delegate, or the Resident Commissioner
an extra copy of each document requested by that Member, Delegate, or
Resident Commissioner that has been
printed by order of either House of
Congress in any Congress in which
the Member, Delegate, or Resident
Commissioner served.
(g) The Clerk shall provide for his
temporary absence or disability by designating an official in the Office of the
Clerk to sign all papers that may require the official signature of the Clerk
and to perform all other official acts
that the Clerk may be required to perform under the rules and practices of
the House, except such official acts as
are provided for by statute. Official
acts performed by the designated official shall be under the name of the
Clerk. The designation shall be in writing and shall be laid before the House
and entered on the Journal.
(h) The Clerk may receive messages
from the President and from the Senate at any time when the House is not
in session.
(i)(1) The Clerk shall supervise the
staff and manage the office of a Member, Delegate, or Resident Commissioner who has died, resigned, or been
expelled until a successor is elected.
The Clerk shall perform similar duties
in the event that a vacancy is declared
by the House in any congressional district because of the incapacity of the
person representing such district or
other reason. Whenever the Clerk is
acting as a supervisory authority over
such staff, he shall have authority to
terminate employees and, with the approval of the Committee on House Administration, may appoint such staff as
is required to operate the office until a
successor is elected.
(2) For 60 days following the death of
a former Speaker, the Clerk shall
maintain on the House payroll, and
shall supervise in the same manner,
staff appointed under House Resolution
1238, Ninety-first Congress (as enacted
into permanent law by chapter VIII of
the Supplemental Appropriations Act,
1971) (2 U.S.C. 31b-5).
(j) In addition to any other reports
required by the Speaker or the Committee on House Administration, the
Clerk shall report to the Committee on
House Administration not later than 45
days following the close of each semiannual period ending on June 30 or on
December 31 on the financial and operational status of each function under
the jurisdiction of the Clerk. Each report shall include financial statements
and a description or explanation of current operations, the implementation of
new policies and procedures, and future
plans for each function.
(k) The Clerk shall fully cooperate
with the appropriate offices and persons in the performance of reviews and
audits of financial records and administrative operations.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Sergeant-at-Arms,"The Sergeant-at-Arms shall attend the House during its sittings and maintain order under the direction of the Speaker or other presiding officer. The Sergeant-at-Arms shall execute the commands of the House, and all processes issued by authority thereof, directed to him by the Speaker. (b) The symbol of the office of the Sergeant-at-Arms shall be the mace, which shall be borne by him while enforcing order on the floor. (c) The Sergeant-at-Arms shall enforce strictly the rules relating to the privileges of the Hall of the House and be responsible to the House for the official conduct of his employees. (d) The Sergeant-at-Arms may not allow a person to enter the room over the Hall of the House during its sittings; and from 15 minutes before the hour of the meeting of the House each day until 10 minutes after adjournment, he shall see that the floor is cleared of all persons except those privileged to remain. (e) In addition to any other reports required by the Speaker or the Committee on House Administration, the Sergeant-at-Arms shall report to the Committee on House Administration not later than 45 days following the close of each semiannual period ending on June 30 or on December 31 on the financial and operational status of each function under the jurisdiction of the Sergeant-at-Arms. Each report shall include financial statements and a description or explanation of current operations, the implementation of new policies and procedures, and future plans for each function.(f) The Sergeant-at-Arms shall fully cooperate with the appropriate offices and persons in the performance of reviews and audits of financial records and administrative operations.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,.Chief Administrative Officer,"The Chief Administrative Officer shall have operational and financial responsibility for functions as assigned by the Committee on House Administration and shall be subject to
the oversight of the Committee on
House Administration.
(b) In addition to any other reports
required by the Committee on House
Administration, the Chief Administrative Officer shall report to the Committee on House Administration not
later than 45 days following the close
of each semiannual period ending on
June 30 or December 31 on the financial
and operational status of each function
under the jurisdiction of the Chief Administrative Officer. Each report shall
include financial statements and a description or explanation of current operations, the implementation of new
policies and procedures, and future
plans for each function.
(c) The Chief Administrative Officer
shall fully cooperate with the appropriate offices and persons in the performance of reviews and audits of financial records and administrative operations.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Chaplain,"The Chaplain shall offer a prayer
at the commencement of each day's
sitting of the House.
Office of Inspector General
6. (a) There is established an Office of
Inspector General.
(b) The Inspector General shall be appointed for a Congress by the Speaker,
the Majority Leader, and the Minority
Leader, acting jointly.
(c) Subject to the policy direction
and oversight of the Committee on
House Administration, the Inspector
General shall only-
(1) conduct periodic audits of the financial and administrative functions
of the House and of joint entities;
(2) inform the officers or other officials who are the subject of an audit
of the results of that audit and suggesting appropriate curative actions;
(3) simultaneously notify the
Speaker, the Majority Leader, the
Minority Leader, and the chairman
and ranking minority member of the
Committee on House Administration
in the case of any financial irregularity discovered in the course of carrying out responsibilities under this
clause;
(4) simultaneously submit to the
Speaker, the Majority Leader, the
Minority Leader, and the chairman
and ranking minority member of the
Committee on House Administration
a report of each audit conducted
under this clause; and
(5) report to the Committee on
Standards of Official Conduct information involving possible violations
by a Member, Delegate, Resident
Commissioner, officer, or employee
of the House of any rule of the House
or of any law applicable to the performance of official duties or the discharge of official responsibilities
that may require referral to the appropriate Federal or State authorities under clause 3(a)(3) of rule XI.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Office of the Historian,"There is established an Office of
the Historian of the House of Representatives. The Speaker shall appoint and set the annual rate of pay for
employees of the Office of the Historian.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,Office of General Counsel,"There is established an Office of General Counsel for the purpose of providing legal assistance and representation to the House. Legal assistance and representation shall be provided without regard to political affiliation. The Office of General Counsel shall function pursuant to the direction of the Speaker, who shall consult with a Bipartisan Legal Advisory Group, which shall include the majority and minority leaderships. The Speaker shall appoint and set the annual rate of pay for employees of the Office of General Counsel.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
"THE MEMBERS, DELEGATES, AND
RESIDENT COMMISSIONER OF PUERTO
RIco",Voting,"Every Member shall be present
within the Hall of the House during its
sittings, unless excused or necessarily
prevented, and shall vote on each question put, unless he has a direct personal or pecuniary interest in the
event of such question.
2. (a) A Member may not authorize
any other person to cast his vote or
record his presence in the House or the
Committee of the Whole House on the
state of the Union.
(b) No other person may cast a Member's vote or record a Member's presence in the House or the Committee of
the Whole House on the state of the
Union.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
,"Delegates and the Resident
Commissioner","In a Committee of the Whole
House on the state of the Union, each
Delegate and the Resident Commissioner shall possess the same powers
and privileges as Members of the
House. Each Delegate and the Resident
Commissioner shall be elected to serve
on standing committees in the same
manner as Members of the House and
shall possess in such committees the
same powers and privileges as the
other members of the committee.
(b) The Delegates and the Resident
Commissioner may be appointed to any
select committee and to any conference committee.",110th,https://rules.house.gov/sites/democrats.rules.house.gov/files/House-Rules-110.pdf
